datetime,aggregate,fridge,tv,washing_machine
2014-07-21 12:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:23:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:24:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:25:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:26:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:27:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:28:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:29:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:30:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:31:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:32:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:33:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:34:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:35:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:36:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:37:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:38:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:39:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:40:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:41:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:42:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:43:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:44:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:45:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:46:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:47:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:48:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:49:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:50:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:51:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:52:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:53:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:54:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:55:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:56:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:57:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:58:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 12:59:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:00:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:23:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:24:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:25:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:26:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:27:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:28:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:29:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:30:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:31:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:32:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:33:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:34:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:35:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:36:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:37:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:38:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:39:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:40:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:41:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:42:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:43:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:44:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:45:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:46:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:47:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:48:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:49:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:50:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:51:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:52:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:53:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:54:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:55:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:56:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:57:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:58:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 13:59:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:00:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:23:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:24:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:25:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:26:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:27:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:28:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:29:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:30:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:31:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:32:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:33:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:34:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:35:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:36:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:37:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:38:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:39:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:40:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:41:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:42:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:43:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:44:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:45:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:46:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:47:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:48:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:49:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:50:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:51:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:52:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:53:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:54:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:55:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:56:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:57:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:58:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 14:59:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:00:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:23:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:24:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:25:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:26:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:27:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:28:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:29:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:30:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:31:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:32:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:33:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:34:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:35:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:36:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:37:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:38:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:39:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:40:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:41:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:42:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:43:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:44:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:45:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:46:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:47:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:48:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:49:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:50:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:51:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:52:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:53:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:54:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:55:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:56:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:57:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:58:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 15:59:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:00:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:23:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:24:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:25:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:26:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:27:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:28:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:29:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:30:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:31:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:32:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:33:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:34:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:35:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:36:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:37:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:38:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:39:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:40:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:41:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:42:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:43:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:44:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:45:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:46:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:47:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:48:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:49:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:50:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:51:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:52:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:53:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:54:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:55:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:56:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:57:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:58:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 16:59:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:00:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:01:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:02:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:03:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:04:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:05:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:06:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:07:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:08:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:09:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:10:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:11:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:12:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:13:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:14:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:15:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:16:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:17:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:18:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:19:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:20:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:21:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:22:00+00:00,0.0,0.0,0.0,0.0
2014-07-21 17:23:00+00:00,278.6,0.0,0.0,0.0
2014-07-21 17:24:00+00:00,357.15,0.0,0.0,0.0
2014-07-21 17:25:00+00:00,347.23334,0.0,0.0,0.0
2014-07-21 17:26:00+00:00,343.63333,0.0,0.0,0.0
2014-07-21 17:27:00+00:00,343.0,0.0,0.0,0.0
2014-07-21 17:28:00+00:00,343.0,0.0,0.0,0.0
2014-07-21 17:29:00+00:00,334.01666,0.0,0.0,0.0
2014-07-21 17:30:00+00:00,336.51666,0.0,0.0,0.0
2014-07-21 17:31:00+00:00,333.31668,0.0,0.0,0.0
